# y ne np nH Bx By Bz Ex Ey Ez
3.750000000000000000e+00 -8.082599999999999507e-02 7.827299999999999536e-02 4.260599999999999804e-03 -1.046499999999999958e-04 2.598999999999999748e-04 8.650599999999999609e-04 1.296599999999999919e-05 5.030500000000000371e-06 -5.487599999999999984e-07
3.741400000000000059e+00 -7.516200000000000658e-02 8.366500000000000326e-02 3.705400000000000187e-03 -1.088200000000000050e-04 2.637800000000000257e-04 8.594899999999999719e-04 1.279500000000000032e-05 4.531499999999999728e-06 -6.565499999999999862e-07
3.739599999999999813e+00 -7.537000000000000643e-02 8.402500000000000246e-02 3.676299999999999967e-03 -1.097600000000000062e-04 2.646200000000000245e-04 8.582400000000000228e-04 1.273700000000000019e-05 4.523200000000000163e-06 -6.615699999999999610e-07
3.729900000000000215e+00 -8.324199999999999655e-02 7.534200000000000619e-02 3.979100000000000172e-03 -1.152199999999999980e-04 2.687999999999999743e-04 8.522399999999999854e-04 1.210399999999999965e-05 3.627000000000000172e-06 -9.638899999999999312e-07
3.729200000000000070e+00 -8.274299999999999711e-02 7.513899999999999746e-02 3.987700000000000272e-03 -1.156600000000000005e-04 2.691200000000000254e-04 8.517499999999999681e-04 1.203500000000000082e-05 3.593099999999999954e-06 -9.876499999999999798e-07
3.721799999999999997e+00 -8.645600000000000507e-02 7.613999999999999935e-02 4.278500000000000185e-03 -1.209700000000000022e-04 2.721000000000000003e-04 8.476100000000000518e-04 1.128300000000000022e-05 3.275499999999999810e-06 -1.336900000000000066e-06
3.718799999999999883e+00 -8.788100000000000078e-02 7.649599999999999456e-02 4.398299999999999953e-03 -1.231700000000000015e-04 2.733200000000000191e-04 8.457900000000000184e-04 1.089099999999999957e-05 3.152200000000000076e-06 -1.478200000000000094e-06
3.718500000000000139e+00 -8.769299999999999318e-02 7.664700000000000679e-02 4.395399999999999828e-03 -1.234200000000000076e-04 2.734300000000000164e-04 8.456400000000000418e-04 1.086999999999999926e-05 3.157000000000000013e-06 -1.486800000000000105e-06
3.708299999999999930e+00 -8.692300000000000026e-02 7.726800000000000335e-02 4.095099999999999955e-03 -1.321200000000000022e-04 2.770200000000000006e-04 8.399500000000000065e-04 9.388999999999999383e-06 3.558899999999999926e-06 -2.098600000000000117e-06
3.706999999999999851e+00 -8.530200000000000282e-02 7.719700000000000173e-02 4.067999999999999568e-03 -1.332600000000000082e-04 2.773900000000000259e-04 8.393800000000000306e-04 9.270899999999999616e-06 3.655200000000000173e-06 -2.143899999999999921e-06
3.697900000000000187e+00 -7.767100000000000393e-02 8.229400000000000603e-02 4.012299999999999894e-03 -1.413899999999999998e-04 2.801100000000000269e-04 8.344199999999999968e-04 7.991000000000000232e-06 4.311100000000000110e-06 -2.783799999999999927e-06
3.695600000000000218e+00 -7.896999999999999853e-02 8.194999999999999507e-02 4.056299999999999663e-03 -1.433600000000000098e-04 2.806700000000000080e-04 8.335099999999999801e-04 7.808299999999999424e-06 4.487000000000000408e-06 -2.852899999999999824e-06
3.687500000000000000e+00 -8.166600000000000248e-02 7.604800000000000448e-02 4.015900000000000199e-03 -1.503200000000000109e-04 2.826700000000000024e-04 8.291999999999999892e-04 7.017200000000000340e-06 4.738700000000000048e-06 -3.327800000000000139e-06
3.684099999999999930e+00 -8.270399999999999974e-02 7.754500000000000282e-02 4.052899999999999905e-03 -1.531299999999999925e-04 2.834000000000000039e-04 8.279000000000000118e-04 6.937299999999999631e-06 4.865299999999999818e-06 -3.326499999999999830e-06
3.677099999999999813e+00 -7.928300000000000625e-02 8.241600000000000315e-02 4.073900000000000091e-03 -1.588500000000000122e-04 2.848899999999999913e-04 8.240399999999999505e-04 6.793599999999999635e-06 4.594899999999999832e-06 -3.414700000000000104e-06
3.672699999999999854e+00 -7.885999999999999954e-02 7.835499999999999410e-02 3.937399999999999754e-03 -1.623499999999999889e-04 2.857100000000000004e-04 8.222499999999999558e-04 6.995800000000000003e-06 4.555499999999999837e-06 -3.213499999999999811e-06
3.666700000000000070e+00 -7.882300000000000417e-02 7.796899999999999664e-02 3.628800000000000168e-03 -1.668499999999999899e-04 2.866400000000000068e-04 8.188499999999999815e-04 7.351799999999999644e-06 4.124699999999999658e-06 -2.889000000000000207e-06
3.661300000000000221e+00 -7.870000000000000606e-02 8.245299999999999851e-02 3.714299999999999807e-03 -1.706300000000000113e-04 2.874400000000000262e-04 8.164000000000000033e-04 7.785099999999999375e-06 3.854799999999999922e-06 -2.498099999999999850e-06
3.656299999999999883e+00 -8.099900000000000155e-02 8.346399999999999653e-02 3.766699999999999996e-03 -1.740500000000000022e-04 2.878600000000000256e-04 8.135899999999999946e-04 8.235400000000000806e-06 3.605799999999999849e-06 -2.013099999999999835e-06
3.649900000000000144e+00 -7.371199999999999974e-02 8.199199999999999544e-02 3.868100000000000184e-03 -1.781599999999999883e-04 2.883799999999999732e-04 8.105099999999999631e-04 8.523699999999999384e-06 3.048399999999999901e-06 -1.684699999999999938e-06
3.645799999999999930e+00 -7.344699999999999840e-02 7.865500000000000269e-02 4.147900000000000371e-03 -1.808500000000000049e-04 2.883900000000000222e-04 8.084099999999999663e-04 8.689600000000000625e-06 2.997900000000000130e-06 -1.366899999999999991e-06
3.638500000000000068e+00 -7.645000000000000406e-02 7.538499999999999368e-02 3.864999999999999946e-03 -1.854400000000000135e-04 2.885900000000000271e-04 8.049799999999999534e-04 8.340900000000000050e-06 2.201599999999999809e-06 -1.413400000000000096e-06
3.635400000000000187e+00 -7.514099999999999946e-02 7.705099999999999449e-02 3.781899999999999932e-03 -1.874199999999999911e-04 2.884799999999999756e-04 8.035400000000000485e-04 8.131299999999999550e-06 2.212000000000000167e-06 -1.380899999999999984e-06
3.627099999999999991e+00 -7.940400000000000236e-02 8.302900000000000558e-02 3.982199999999999976e-03 -1.919400000000000088e-04 2.888200000000000164e-04 7.999500000000000100e-04 6.878800000000000107e-06 1.644400000000000087e-06 -1.810800000000000095e-06
3.625000000000000000e+00 -7.901299999999999990e-02 8.394500000000000572e-02 4.029600000000000369e-03 -1.930199999999999917e-04 2.888100000000000216e-04 7.990000000000000140e-04 6.492699999999999687e-06 1.695399999999999895e-06 -1.916500000000000201e-06
3.615800000000000125e+00 -8.689199999999999702e-02 8.063499999999999834e-02 4.179800000000000008e-03 -1.971399999999999997e-04 2.903800000000000218e-04 7.954999999999999832e-04 4.461299999999999959e-06 2.272899999999999872e-06 -2.284400000000000100e-06
3.614599999999999813e+00 -8.684899999999999565e-02 7.983800000000000618e-02 4.168999999999999963e-03 -1.975500000000000042e-04 2.905200000000000035e-04 7.949899999999999762e-04 4.172299999999999846e-06 2.387999999999999837e-06 -2.338500000000000141e-06
3.604400000000000048e+00 -9.137199999999999489e-02 8.114200000000000579e-02 3.644300000000000057e-03 -2.017800000000000095e-04 2.939800000000000009e-04 7.920800000000000193e-04 1.789299999999999962e-06 4.699899999999999674e-06 -2.071600000000000207e-06
3.604200000000000070e+00 -9.154900000000000537e-02 8.117099999999999316e-02 3.636100000000000183e-03 -2.018500000000000003e-04 2.940400000000000240e-04 7.919999999999999523e-04 1.735199999999999921e-06 4.744900000000000090e-06 -2.066100000000000005e-06
3.601700000000000124e+00 -8.878500000000000281e-02 8.087700000000000444e-02 3.651900000000000025e-03 -2.028800000000000091e-04 2.951499999999999914e-04 7.915599999999999633e-04 1.247699999999999929e-06 5.488500000000000052e-06 -1.835600000000000052e-06
3.593799999999999883e+00 -7.991600000000000092e-02 8.013000000000000678e-02 3.700499999999999796e-03 -2.060999999999999952e-04 2.985700000000000094e-04 7.899600000000000328e-04 -1.954100000000000008e-07 7.884999999999999892e-06 -1.125000000000000029e-06
3.593100000000000183e+00 -7.987299999999999955e-02 8.006699999999999928e-02 3.702299999999999949e-03 -2.064400000000000089e-04 2.988900000000000064e-04 7.898999999999999555e-04 -2.726299999999999736e-07 8.073499999999999866e-06 -1.085400000000000018e-06
3.583299999999999930e+00 -8.015799999999999315e-02 7.747500000000000220e-02 3.554900000000000160e-03 -2.107199999999999883e-04 3.035399999999999839e-04 7.886899999999999857e-04 -1.225999999999999993e-06 1.000200000000000012e-05 -1.597200000000000035e-07
3.581700000000000106e+00 -7.855499999999999983e-02 7.689999999999999614e-02 3.582899999999999974e-03 -2.115700000000000089e-04 3.042799999999999802e-04 7.886199999999999677e-04 -1.298399999999999927e-06 1.011999999999999967e-05 -1.655600000000000081e-07
3.572900000000000187e+00 -7.611999999999999322e-02 8.528900000000000370e-02 3.699399999999999824e-03 -2.159899999999999971e-04 3.083200000000000025e-04 7.881399999999999994e-04 -1.186599999999999998e-06 9.891299999999999640e-06 1.297300000000000109e-07
3.570399999999999796e+00 -7.703899999999999637e-02 8.616300000000000348e-02 3.757599999999999829e-03 -2.175900000000000089e-04 3.094300000000000240e-04 7.880699999999999815e-04 -1.059399999999999970e-06 9.560100000000000168e-06 -5.038900000000000208e-08
3.562500000000000000e+00 -8.114399999999999391e-02 8.305200000000000082e-02 4.022099999999999807e-03 -2.224999999999999873e-04 3.129699999999999800e-04 7.877500000000000387e-04 -8.319700000000000046e-08 7.734799999999999196e-06 -4.469199999999999812e-07
3.559099999999999930e+00 -8.070099999999999496e-02 8.275899999999999923e-02 3.912299999999999632e-03 -2.250900000000000015e-04 3.143900000000000037e-04 7.878499999999999870e-04 4.110100000000000256e-07 6.918300000000000321e-06 -7.895099999999999804e-07
3.552099999999999813e+00 -7.968899999999999595e-02 8.077399999999999858e-02 3.795000000000000196e-03 -2.303200000000000039e-04 3.175000000000000196e-04 7.875999999999999538e-04 1.827700000000000094e-06 4.780999999999999626e-06 -1.469700000000000091e-06
3.547800000000000065e+00 -7.917200000000000626e-02 8.316099999999999881e-02 3.689099999999999845e-03 -2.338399999999999973e-04 3.190800000000000147e-04 7.880300000000000022e-04 2.695200000000000047e-06 3.884700000000000262e-06 -1.796899999999999897e-06
3.541700000000000070e+00 -7.588000000000000300e-02 8.512000000000000122e-02 3.738800000000000023e-03 -2.386900000000000068e-04 3.217599999999999822e-04 7.878600000000000360e-04 4.087599999999999624e-06 2.534900000000000074e-06 -2.291700000000000014e-06
3.536500000000000199e+00 -7.978599999999999581e-02 8.125200000000000478e-02 3.819400000000000139e-03 -2.427399999999999968e-04 3.235600000000000260e-04 7.886399999999999574e-04 5.125100000000000279e-06 2.227499999999999849e-06 -2.391899999999999918e-06
3.531299999999999883e+00 -8.326100000000000168e-02 7.752000000000000557e-02 3.902699999999999832e-03 -2.466200000000000206e-04 3.258499999999999786e-04 7.885700000000000478e-04 6.179099999999999843e-06 2.114000000000000004e-06 -2.494999999999999829e-06
3.525199999999999889e+00 -8.204899999999999693e-02 7.873099999999999543e-02 4.195599999999999850e-03 -2.509400000000000064e-04 3.281399999999999855e-04 7.893600000000000182e-04 7.058000000000000017e-06 2.932499999999999875e-06 -2.266899999999999844e-06
3.520799999999999930e+00 -8.397699999999999609e-02 7.900600000000000678e-02 4.151799999999999762e-03 -2.537999999999999892e-04 3.300800000000000110e-04 7.893200000000000389e-04 7.681599999999999434e-06 3.811499999999999845e-06 -2.069499999999999837e-06
3.513900000000000023e+00 -8.007000000000000228e-02 7.746599999999999320e-02 3.988000000000000225e-03 -2.584400000000000260e-04 3.332699999999999855e-04 7.896799999999999610e-04 8.113599999999999702e-06 5.643599999999999634e-06 -1.573400000000000047e-06
3.510400000000000187e+00 -7.683500000000000052e-02 7.890700000000000491e-02 4.041000000000000321e-03 -2.605600000000000125e-04 3.349499999999999830e-04 7.895800000000000127e-04 8.379000000000000583e-06 6.813500000000000071e-06 -1.299500000000000009e-06
3.502699999999999925e+00 -8.068500000000000671e-02 8.359999999999999376e-02 4.157799999999999691e-03 -2.658499999999999839e-04 3.390900000000000077e-04 7.891699999999999540e-04 8.262300000000000498e-06 8.654800000000000552e-06 -7.243900000000000431e-07
3.500000000000000000e+00 -8.045800000000000174e-02 8.221799999999999942e-02 4.103899999999999736e-03 -2.675399999999999762e-04 3.404200000000000238e-04 7.889499999999999595e-04 8.302899999999999736e-06 9.425100000000000613e-06 -5.479700000000000026e-07
3.491400000000000059e+00 -7.510000000000000009e-02 8.343899999999999928e-02 3.882800000000000053e-03 -2.739299999999999743e-04 3.451400000000000193e-04 7.875099999999999462e-04 7.762799999999999605e-06 9.895999999999999781e-06 -1.329599999999999942e-07
3.489599999999999813e+00 -7.480699999999999850e-02 8.454899999999999916e-02 3.889899999999999955e-03 -2.752400000000000007e-04 3.460299999999999921e-04 7.871900000000000034e-04 7.705300000000000579e-06 1.004899999999999984e-05 -9.116399999999999497e-08
3.480199999999999960e+00 -8.239299999999999402e-02 7.862199999999999744e-02 3.915199999999999757e-03 -2.831399999999999759e-04 3.511699999999999869e-04 7.853100000000000011e-04 7.021400000000000232e-06 8.498000000000000630e-06 -2.345899999999999850e-08
3.479200000000000070e+00 -8.269500000000000461e-02 7.898600000000000065e-02 3.903799999999999805e-03 -2.839599999999999850e-04 3.516500000000000094e-04 7.851299999999999859e-04 6.962099999999999800e-06 8.341200000000000708e-06 -4.662099999999999772e-08
3.468900000000000095e+00 -7.931699999999999862e-02 7.681200000000000527e-02 4.078700000000000207e-03 -2.933899999999999811e-04 3.574399999999999930e-04 7.845299999999999713e-04 6.443699999999999817e-06 5.579099999999999659e-06 -3.630799999999999928e-07
3.468799999999999883e+00 -7.942599999999999660e-02 7.670200000000000629e-02 4.077599999999999801e-03 -2.935400000000000119e-04 3.575200000000000058e-04 7.845299999999999713e-04 6.433400000000000102e-06 5.532399999999999750e-06 -3.705700000000000155e-07
3.466699999999999893e+00 -7.931799999999999962e-02 7.762099999999999556e-02 4.111599999999999977e-03 -2.955000000000000270e-04 3.588099999999999883e-04 7.848900000000000017e-04 6.410499999999999864e-06 5.138900000000000045e-06 -4.731800000000000059e-07
3.458299999999999930e+00 -7.943000000000000060e-02 8.122400000000000453e-02 4.216400000000000356e-03 -3.033600000000000229e-04 3.638700000000000246e-04 7.861300000000000102e-04 6.369300000000000157e-06 3.608600000000000060e-06 -8.702100000000000082e-07
3.457699999999999996e+00 -7.969500000000000195e-02 8.125599999999999490e-02 4.214299999999999817e-03 -3.040300000000000012e-04 3.642799999999999749e-04 7.863699999999999943e-04 6.408400000000000341e-06 3.636499999999999826e-06 -9.285200000000000055e-07
3.447900000000000187e+00 -8.354799999999999727e-02 8.134900000000000464e-02 4.124000000000000062e-03 -3.132799999999999821e-04 3.712200000000000135e-04 7.895000000000000542e-04 6.774399999999999887e-06 3.900299999999999740e-06 -1.337999999999999937e-06
3.446499999999999897e+00 -8.386200000000000598e-02 8.279599999999999460e-02 4.117799999999999586e-03 -3.147800000000000186e-04 3.721800000000000043e-04 7.901600000000000377e-04 6.847600000000000304e-06 4.242000000000000212e-06 -1.450199999999999896e-06
3.437500000000000000e+00 -8.135599999999999776e-02 8.570999999999999452e-02 3.938299999999999614e-03 -3.232299999999999800e-04 3.794599999999999753e-04 7.935400000000000223e-04 7.483000000000000183e-06 6.325499999999999831e-06 -1.585000000000000071e-06
3.435299999999999798e+00 -7.958199999999999996e-02 8.497100000000000486e-02 3.944999999999999722e-03 -3.254700000000000128e-04 3.810999999999999934e-04 7.945600000000000362e-04 7.561800000000000174e-06 7.002000000000000045e-06 -1.662499999999999964e-06
3.427099999999999813e+00 -7.895399999999999641e-02 8.238800000000000290e-02 3.774899999999999870e-03 -3.329299999999999989e-04 3.885699999999999744e-04 7.975099999999999724e-04 8.333099999999999888e-06 9.431399999999999181e-06 -1.544600000000000001e-06
3.424100000000000144e+00 -7.838699999999999835e-02 8.021200000000000552e-02 3.748700000000000209e-03 -3.356400000000000052e-04 3.909499999999999889e-04 7.988300000000000478e-04 8.438300000000000168e-06 9.985699999999999955e-06 -1.521499999999999959e-06
3.416700000000000070e+00 -7.855900000000000383e-02 8.038700000000000012e-02 3.760200000000000001e-03 -3.419799999999999750e-04 3.981899999999999806e-04 8.014899999999999716e-04 9.258599999999999751e-06 1.123900000000000031e-05 -1.343499999999999927e-06
3.412900000000000045e+00 -8.212899999999999368e-02 8.195700000000000207e-02 3.851799999999999842e-03 -3.454299999999999775e-04 4.015399999999999807e-04 8.028700000000000159e-04 9.459900000000000687e-06 1.104900000000000043e-05 -1.258899999999999924e-06
3.406299999999999883e+00 -8.329300000000000592e-02 8.167299999999999560e-02 4.223799999999999777e-03 -3.514400000000000098e-04 4.084700000000000245e-04 8.052299999999999866e-04 1.025899999999999952e-05 1.059400000000000055e-05 -1.227799999999999917e-06
3.401699999999999946e+00 -7.963000000000000633e-02 8.209500000000000131e-02 4.190600000000000054e-03 -3.562099999999999793e-04 4.128599999999999740e-04 8.064800000000000441e-04 1.061599999999999966e-05 9.547800000000000303e-06 -1.186299999999999975e-06
3.395799999999999930e+00 -7.758900000000000519e-02 8.413400000000000045e-02 3.918399999999999835e-03 -3.623899999999999778e-04 4.193399999999999797e-04 8.084599999999999946e-04 1.131700000000000024e-05 8.128000000000000784e-06 -1.354000000000000081e-06
3.390600000000000058e+00 -7.945199999999999485e-02 8.219400000000000317e-02 3.745899999999999924e-03 -3.687100000000000121e-04 4.247200000000000129e-04 8.099199999999999976e-04 1.182799999999999924e-05 6.959399999999999809e-06 -1.396699999999999900e-06
3.385400000000000187e+00 -7.810499999999999388e-02 8.222599999999999354e-02 3.684400000000000001e-03 -3.748299999999999874e-04 4.306299999999999885e-04 8.117200000000000413e-04 1.237499999999999925e-05 5.836300000000000347e-06 -1.635700000000000069e-06
3.379399999999999959e+00 -7.473100000000000576e-02 7.980800000000000394e-02 3.953599999999999823e-03 -3.826100000000000247e-04 4.367700000000000076e-04 8.139900000000000043e-04 1.296900000000000068e-05 5.569799999999999595e-06 -1.685399999999999991e-06
3.375000000000000000e+00 -7.629299999999999971e-02 7.890999999999999404e-02 4.071299999999999919e-03 -3.883499999999999799e-04 4.419700000000000256e-04 8.157900000000000481e-04 1.335300000000000073e-05 5.437900000000000062e-06 -1.835500000000000045e-06
3.368300000000000072e+00 -7.783099999999999741e-02 7.772199999999999942e-02 3.806299999999999874e-03 -3.977599999999999864e-04 4.487499999999999844e-04 8.190100000000000071e-04 1.390099999999999955e-05 6.367899999999999628e-06 -1.796899999999999897e-06
3.364599999999999813e+00 -7.632200000000000095e-02 7.768500000000000405e-02 3.785399999999999963e-03 -4.031099999999999809e-04 4.531599999999999778e-04 8.207099999999999942e-04 1.414000000000000014e-05 6.971299999999999645e-06 -1.817699999999999978e-06
3.357099999999999973e+00 -7.827199999999999436e-02 7.924399999999999500e-02 4.083500000000000324e-03 -4.145800000000000049e-04 4.606300000000000130e-04 8.249299999999999775e-04 1.446700000000000057e-05 8.295699999999999195e-06 -1.710499999999999971e-06
3.354200000000000070e+00 -8.098400000000000043e-02 7.905900000000000427e-02 4.042300000000000407e-03 -4.194499999999999769e-04 4.642000000000000076e-04 8.264799999999999881e-04 1.455999999999999951e-05 8.950099999999999232e-06 -1.683600000000000067e-06
3.346000000000000085e+00 -8.406700000000000284e-02 8.127299999999999802e-02 4.216899999999999989e-03 -4.328099999999999981e-04 4.722600000000000083e-04 8.318600000000000213e-04 1.449700000000000028e-05 9.537200000000000777e-06 -1.633300000000000100e-06
3.343799999999999883e+00 -8.465300000000000602e-02 8.160699999999999898e-02 4.245699999999999821e-03 -4.367999999999999921e-04 4.748999999999999966e-04 8.332500000000000063e-04 1.444300000000000046e-05 9.832599999999999676e-06 -1.645299999999999943e-06
3.334900000000000198e+00 -8.287500000000000422e-02 7.976600000000000357e-02 4.100499999999999978e-03 -4.515899999999999775e-04 4.830899999999999843e-04 8.396700000000000431e-04 1.395000000000000027e-05 9.348999999999999766e-06 -1.742700000000000061e-06
3.333299999999999930e+00 -8.222999999999999754e-02 7.953000000000000347e-02 4.068099999999999841e-03 -4.543899999999999914e-04 4.847499999999999921e-04 8.407399999999999769e-04 1.380400000000000031e-05 9.347100000000000683e-06 -1.800399999999999949e-06
3.323799999999999866e+00 -7.581599999999999451e-02 8.089100000000000457e-02 3.906100000000000023e-03 -4.708499999999999795e-04 4.927700000000000136e-04 8.481800000000000277e-04 1.309000000000000003e-05 8.561300000000000515e-06 -1.998999999999999834e-06
3.322900000000000187e+00 -7.521899999999999420e-02 8.063099999999999434e-02 3.939899999999999652e-03 -4.724400000000000236e-04 4.935799999999999736e-04 8.488000000000000319e-04 1.296299999999999938e-05 8.505099999999999257e-06 -2.052400000000000035e-06
3.312699999999999978e+00 -8.493599999999999761e-02 8.215000000000000080e-02 4.081500000000000059e-03 -4.912300000000000520e-04 5.014800000000000030e-04 8.577399999999999565e-04 1.239100000000000046e-05 8.448699999999999255e-06 -2.201299999999999998e-06
3.312500000000000000e+00 -8.507699999999999985e-02 8.210499999999999743e-02 4.080099999999999699e-03 -4.915899999999999740e-04 5.016400000000000286e-04 8.578900000000000414e-04 1.236199999999999955e-05 8.442799999999999871e-06 -2.213100000000000038e-06
3.309499999999999886e+00 -8.383799999999999586e-02 8.344300000000000328e-02 3.983099999999999835e-03 -4.973500000000000273e-04 5.039600000000000199e-04 8.609600000000000239e-04 1.230200000000000012e-05 8.699500000000000310e-06 -2.196399999999999842e-06
3.302099999999999813e+00 -8.092299999999999494e-02 8.632800000000000196e-02 3.748700000000000209e-03 -5.112899999999999650e-04 5.095399999999999496e-04 8.682600000000000387e-04 1.214300000000000046e-05 9.375500000000000275e-06 -2.116000000000000154e-06
3.301600000000000090e+00 -8.080199999999999882e-02 8.648599999999999344e-02 3.760499999999999954e-03 -5.121200000000000231e-04 5.098499999999999517e-04 8.687999999999999759e-04 1.216000000000000047e-05 9.421000000000000094e-06 -2.098000000000000072e-06
3.291700000000000070e+00 -7.485500000000000487e-02 8.747599999999999820e-02 4.080900000000000152e-03 -5.300800000000000477e-04 5.177200000000000508e-04 8.798700000000000444e-04 1.206699999999999983e-05 1.055700000000000074e-05 -1.750400000000000004e-06
3.290500000000000203e+00 -7.453500000000000403e-02 8.708299999999999375e-02 4.095299999999999635e-03 -5.319399999999999519e-04 5.184999999999999722e-04 8.811900000000000115e-04 1.206100000000000023e-05 1.058400000000000065e-05 -1.712399999999999902e-06
3.281299999999999883e+00 -7.603799999999999448e-02 7.883199999999999930e-02 3.984099999999999968e-03 -5.472699999999999830e-04 5.263000000000000534e-04 8.921200000000000440e-04 1.168500000000000078e-05 1.132000000000000004e-05 -1.213999999999999939e-06
3.279500000000000082e+00 -7.604299999999999948e-02 7.881299999999999417e-02 3.895000000000000025e-03 -5.502299999999999683e-04 5.277100000000000280e-04 8.943300000000000381e-04 1.156800000000000004e-05 1.127799999999999942e-05 -1.182100000000000083e-06
3.270799999999999930e+00 -7.847300000000000109e-02 7.848700000000000121e-02 3.620599999999999860e-03 -5.642000000000000530e-04 5.358599999999999822e-04 9.048899999999999912e-04 1.068699999999999949e-05 1.163300000000000026e-05 -7.319300000000000167e-07
3.268400000000000194e+00 -7.927800000000000125e-02 7.854999999999999483e-02 3.699000000000000031e-03 -5.681599999999999541e-04 5.380199999999999479e-04 9.082100000000000069e-04 1.040400000000000068e-05 1.158300000000000074e-05 -7.712899999999999668e-07
3.260400000000000187e+00 -8.370500000000000163e-02 8.454699999999999716e-02 3.899999999999999821e-03 -5.806099999999999586e-04 5.463700000000000154e-04 9.188300000000000373e-04 9.113399999999999854e-06 1.178700000000000082e-05 -6.003099999999999538e-07
3.257400000000000073e+00 -8.185599999999999821e-02 8.448300000000000254e-02 3.953500000000000417e-03 -5.853899999999999772e-04 5.493400000000000496e-04 9.236000000000000069e-04 8.671800000000000558e-06 1.179700000000000072e-05 -7.803299999999999471e-07
3.250000000000000000e+00 -8.167800000000000060e-02 8.208899999999999531e-02 4.374499999999999916e-03 -5.961900000000000229e-04 5.578399999999999852e-04 9.348100000000000029e-04 7.250199999999999634e-06 1.194799999999999979e-05 -9.663999999999999715e-07
3.246300000000000185e+00 -8.065100000000000047e-02 8.144999999999999463e-02 4.400199999999999945e-03 -6.018799999999999498e-04 5.616899999999999974e-04 9.412900000000000086e-04 6.698500000000000325e-06 1.204100000000000042e-05 -1.264299999999999906e-06
3.239599999999999813e+00 -7.859800000000000120e-02 8.097300000000000331e-02 4.600599999999999828e-03 -6.115299999999999946e-04 5.702199999999999717e-04 9.530400000000000503e-04 5.410200000000000310e-06 1.215499999999999967e-05 -1.630300000000000086e-06
3.235300000000000065e+00 -8.065400000000000347e-02 8.078299999999999370e-02 4.615400000000000405e-03 -6.187299999999999528e-04 5.749999999999999903e-04 9.610999999999999968e-04 4.820300000000000249e-06 1.236899999999999965e-05 -1.883900000000000081e-06
3.229200000000000070e+00 -8.026300000000000101e-02 7.990800000000000680e-02 4.478300000000000163e-03 -6.282700000000000003e-04 5.834300000000000163e-04 9.725099999999999977e-04 3.826499999999999701e-06 1.250199999999999990e-05 -2.126800000000000118e-06
3.224299999999999944e+00 -8.224599999999999966e-02 7.978999999999999981e-02 4.363599999999999597e-03 -6.373900000000000485e-04 5.893199999999999480e-04 9.818599999999999810e-04 3.299899999999999949e-06 1.293400000000000017e-05 -2.139099999999999984e-06
3.218799999999999883e+00 -8.383599999999999386e-02 7.973399999999999932e-02 4.237499999999999947e-03 -6.471299999999999926e-04 5.976900000000000051e-04 9.923499999999999162e-04 2.683499999999999803e-06 1.315699999999999956e-05 -2.081800000000000126e-06
3.213299999999999823e+00 -8.043899999999999662e-02 8.224199999999999566e-02 4.209000000000000068e-03 -6.581000000000000044e-04 6.049000000000000123e-04 1.003299999999999938e-03 2.362600000000000046e-06 1.393400000000000076e-05 -1.808799999999999944e-06
3.208299999999999930e+00 -7.743400000000000283e-02 8.408400000000000596e-02 3.939200000000000340e-03 -6.677099999999999615e-04 6.131300000000000335e-04 1.013000000000000012e-03 2.166899999999999955e-06 1.429300000000000020e-05 -1.529000000000000099e-06
3.202300000000000146e+00 -7.720100000000000573e-02 8.255899999999999350e-02 3.816400000000000174e-03 -6.806499999999999833e-04 6.217399999999999663e-04 1.026400000000000012e-03 2.196700000000000076e-06 1.548699999999999927e-05 -1.163499999999999956e-06
3.197900000000000187e+00 -7.598900000000000099e-02 8.196100000000000607e-02 3.766499999999999883e-03 -6.899500000000000468e-04 6.296099999999999570e-04 1.035700000000000075e-03 2.409499999999999970e-06 1.599900000000000047e-05 -8.967599999999999911e-07
3.191300000000000026e+00 -7.657200000000000117e-02 8.577500000000000402e-02 3.975499999999999867e-03 -7.053899999999999667e-04 6.394900000000000454e-04 1.052299999999999937e-03 2.824100000000000202e-06 1.745600000000000024e-05 -7.498299999999999851e-07
3.187500000000000000e+00 -7.761600000000000443e-02 8.772699999999999942e-02 4.058700000000000155e-03 -7.143499999999999893e-04 6.466799999999999545e-04 1.061499999999999944e-03 3.327600000000000124e-06 1.805400000000000028e-05 -6.878899999999999479e-07
3.180299999999999905e+00 -8.190000000000000058e-02 8.529100000000000570e-02 3.897799999999999876e-03 -7.326799999999999849e-04 6.576400000000000258e-04 1.081699999999999892e-03 3.933599999999999913e-06 1.924900000000000154e-05 -9.579699999999999946e-07
3.177099999999999813e+00 -8.398799999999999322e-02 8.198800000000000532e-02 3.910399999999999640e-03 -7.411699999999999799e-04 6.639299999999999672e-04 1.090500000000000106e-03 4.505800000000000126e-06 1.975100000000000114e-05 -1.121599999999999985e-06
3.169399999999999995e+00 -8.581199999999999939e-02 8.208699999999999330e-02 3.916199999999999889e-03 -7.621699999999999482e-04 6.756999999999999985e-04 1.114299999999999926e-03 4.909100000000000144e-06 2.006199999999999867e-05 -1.732999999999999967e-06
3.166700000000000070e+00 -8.759599999999999331e-02 8.273600000000000398e-02 3.855400000000000146e-03 -7.697799999999999651e-04 6.809299999999999468e-04 1.122500000000000017e-03 5.322100000000000256e-06 2.030700000000000056e-05 -1.993700000000000071e-06
